house_quality,year_remodelled,basement_total_area,first_floor_area,above_ground_area,bathroom_above_ground_full_num,garage_finish_quality,garage_size_num_cars,sale_price,age_built,age_remodelled,more_than_2_above_bathrooms,is_good_kitchen_quality,is_good_exterior_build_quality,is_good_house_quality,foundation_type_PConc,comp_score
5,1995,990.0,990,990,1,1,2.0,156000,11,11,0,0,0,0,1,10.0
5,1997,1484.0,1600,1600,1,2,1.0,207500,49,9,0,0,0,0,0,9.0
8,2007,896.0,896,1792,2,3,2.0,255000,0,0,1,1,1,1,1,16.0
4,1973,462.0,526,988,1,2,1.0,94900,35,35,0,0,0,0,0,12.0
5,1958,1170.0,1170,1170,1,2,1.0,140000,49,49,0,0,0,0,0,11.0
3,1950,738.0,714,1376,1,1,1.0,96900,101,56,0,0,0,0,0,11.0
5,1966,1154.0,1154,1154,1,2,2.0,154000,43,43,0,0,0,0,0,11.0
8,1999,725.0,909,1772,2,1,2.0,184900,97,8,1,1,1,1,0,15.0
4,1950,951.0,951,951,1,1,1.0,106500,70,56,0,0,0,0,0,11.0
8,2000,1455.0,1466,2687,2,2,3.0,327000,9,9,1,1,1,1,1,16.0
6,1950,1204.0,1204,1666,1,1,1.0,135000,82,59,0,0,0,1,0,12.0
6,2005,1141.0,1141,1141,1,1,2.0,142500,1,1,0,0,1,1,1,13.0
5,1968,732.0,732,1464,1,1,2.0,141000,40,40,0,0,0,0,0,13.0
5,1991,1117.0,820,1347,1,0,0.0,107500,98,17,0,0,0,0,0,11.0
5,1979,672.0,778,1282,1,1,1.0,108500,65,28,0,0,0,0,0,10.0
6,1994,636.0,636,1320,2,3,2.0,150000,12,12,1,1,0,1,1,14.0
8,2008,1580.0,1580,1580,2,2,3.0,235128,1,0,1,1,1,1,1,14.0
7,2002,1643.0,1824,1824,2,1,2.0,302000,36,5,1,1,0,1,0,11.0
5,2001,864.0,1558,1558,2,3,2.0,163000,33,7,1,0,0,0,0,10.0
3,2007,0.0,640,640,1,1,1.0,84900,65,3,0,0,0,0,0,10.0
6,1974,855.0,855,1322,2,1,2.0,147000,35,35,1,0,0,1,0,13.0
7,2005,910.0,916,1826,1,1,1.0,155000,94,4,0,1,1,1,1,15.0
7,1990,1309.0,1339,1339,2,3,2.0,180000,16,16,1,0,0,1,0,11.0
4,1950,0.0,372,1092,2,0,0.0,55000,80,60,1,0,0,0,0,11.0
7,2003,868.0,1146,1146,2,3,2.0,187500,4,4,1,1,1,1,1,15.0
6,1976,1041.0,1125,1125,1,1,1.0,125000,33,33,0,0,0,1,0,14.0
7,1987,1017.0,1020,2057,1,3,1.0,250000,70,19,0,1,1,1,0,14.0
5,1950,481.0,899,899,1,1,1.0,78000,98,58,0,0,0,0,0,10.0
4,1996,828.0,828,1594,2,0,0.0,118000,98,12,1,0,0,0,0,13.0
8,2007,1694.0,1694,1694,2,3,3.0,318000,0,0,1,1,1,1,1,15.0
8,1994,777.0,1065,1911,2,2,2.0,215000,13,12,1,1,1,1,1,14.0
4,1950,432.0,672,672,1,0,0.0,72000,81,56,0,0,0,0,0,9.0
6,1976,1193.0,1523,1523,2,3,2.0,180000,32,32,1,0,0,1,0,12.0
6,1986,1606.0,1651,1651,2,3,2.0,184000,22,22,1,0,0,1,0,11.0
5,1959,1041.0,1041,1041,1,2,1.0,124500,50,50,0,0,0,0,0,12.0
5,1958,1604.0,1604,1604,2,1,2.0,135000,52,52,1,0,0,0,0,11.0
6,1989,981.0,1014,1672,1,1,1.0,164900,68,19,0,1,0,1,0,14.0
7,1969,1164.0,1164,1164,1,1,2.0,140000,37,37,0,0,0,1,0,11.0
5,1958,1041.0,1041,1041,1,2,1.0,128000,51,51,0,0,0,0,0,12.0
6,1978,450.0,1034,1034,1,3,2.0,153000,30,30,0,0,0,1,0,13.0
6,1950,796.0,825,1609,1,1,1.0,127500,98,58,0,0,1,1,0,14.0
5,2006,572.0,1337,1337,1,2,1.0,141500,58,2,0,1,0,0,0,12.0
8,1995,1463.0,1500,2622,2,2,2.0,325000,16,15,1,1,1,1,1,14.0
7,1993,1594.0,1594,1594,2,2,2.0,188500,14,14,1,1,0,1,1,15.0
6,2006,1262.0,1262,1262,2,3,2.0,185000,0,0,1,1,1,1,1,15.0
6,2006,1175.0,1175,1175,1,0,0.0,146000,3,2,0,1,0,1,1,12.0
6,2007,624.0,664,1288,1,1,1.0,119000,92,2,0,1,0,1,0,14.0
5,1971,630.0,630,1302,2,1,1.0,112000,38,38,1,0,0,0,0,12.0
8,2005,1247.0,1247,1247,1,3,2.0,197000,1,1,0,1,1,1,1,13.0
8,2002,1568.0,1689,1689,2,2,3.0,271000,6,6,1,1,1,1,1,14.0
7,2003,1405.0,1405,1405,2,2,2.0,200000,4,4,1,1,1,1,1,15.0
7,1976,1228.0,1324,1324,2,3,2.0,174000,31,31,1,1,0,1,0,14.0
5,1960,1377.0,1377,1377,1,1,1.0,156500,47,47,0,0,0,0,0,10.0
6,1997,872.0,888,1756,2,3,2.0,204000,11,10,1,0,1,1,1,13.0
5,2006,1228.0,1228,1228,1,1,1.0,149350,42,2,0,1,0,0,0,11.0
5,1954,1008.0,1008,1008,1,2,1.0,137000,52,52,0,0,0,0,0,11.0
7,1999,1153.0,1153,2031,2,3,2.0,222500,10,9,1,1,1,1,1,14.0
6,2007,752.0,752,1504,2,3,2.0,166000,0,0,1,1,1,1,1,15.0
5,1950,936.0,936,936,1,0,0.0,109500,90,60,0,0,0,0,1,10.0
4,1954,0.0,1383,1383,1,1,2.0,122000,55,55,0,0,0,0,0,9.0
5,1990,967.0,967,967,1,1,1.0,99900,87,17,0,0,0,0,0,11.0
8,2006,1656.0,1656,1656,2,2,3.0,249700,1,1,1,1,1,1,1,15.0
6,2004,1092.0,1152,1152,1,1,1.0,158500,59,5,0,1,0,1,0,13.0
6,2005,1142.0,1142,1142,1,0,0.0,139500,1,1,0,1,0,1,1,12.0
6,2000,1381.0,1403,1403,2,1,2.0,202000,6,6,1,1,1,1,0,14.0
5,2005,1626.0,1712,1712,2,3,2.0,145000,47,1,1,0,0,0,0,11.0
4,1969,1198.0,1258,1258,0,1,2.0,108959,39,39,0,0,0,0,0,10.0
5,1950,747.0,1687,1687,1,1,2.0,160000,62,60,0,0,0,0,0,8.0
5,1958,1560.0,1560,1560,2,1,2.0,128600,49,49,1,0,0,0,0,11.0
7,1976,793.0,1142,1935,2,2,2.0,197900,31,31,1,0,0,1,0,14.0
7,1976,1047.0,1083,1083,1,2,2.0,172000,30,30,0,0,1,1,0,12.0
5,1977,876.0,907,907,1,2,1.0,130000,30,30,0,0,0,0,0,9.0
6,2000,1666.0,1675,1675,2,2,2.0,195000,9,8,1,1,1,1,1,13.0
5,1954,988.0,988,988,1,2,2.0,113000,54,54,0,0,0,0,0,11.0
8,2001,1491.0,1491,1491,2,2,2.0,209000,5,5,1,1,1,1,1,15.0
7,1989,1645.0,1479,1479,2,3,2.0,213500,22,20,1,1,0,1,1,13.0
5,1951,631.0,1112,1112,1,1,2.0,126000,58,58,0,0,0,0,0,10.0
6,1956,1436.0,1689,1689,1,1,2.0,127500,53,53,0,0,0,1,0,11.0
9,2007,1710.0,1710,1710,2,2,2.0,334000,1,1,1,1,1,1,1,15.0
6,1960,1253.0,1253,1253,1,2,1.0,157000,48,48,0,0,0,1,0,10.0
5,1962,864.0,864,864,1,1,1.0,125500,45,45,0,0,0,0,0,11.0
7,2005,728.0,728,1456,2,3,2.0,189000,3,3,1,1,1,1,1,16.0
7,1991,1188.0,1217,1217,2,1,2.0,173000,19,18,1,1,0,1,1,13.0
7,1974,1748.0,2151,2646,2,2,2.0,260000,32,32,1,1,1,1,0,15.0
8,2007,866.0,866,1768,2,2,2.0,212000,2,2,1,1,1,1,1,15.0
5,1996,870.0,914,914,1,1,2.0,148000,10,10,0,0,1,0,1,12.0
6,1964,533.0,1131,1775,2,1,2.0,136300,46,46,1,0,0,1,0,12.0
5,1977,1361.0,1361,2620,2,2,2.0,190000,30,30,1,0,0,0,0,12.0
5,2006,797.0,830,1627,2,1,2.0,139500,108,2,1,0,0,0,0,11.0
7,2003,660.0,660,1320,2,3,2.0,162000,4,4,1,1,1,1,1,16.0
4,1950,732.0,772,1123,1,1,1.0,100000,68,57,0,0,0,0,1,11.0
5,2003,864.0,874,874,1,2,1.0,126500,38,3,0,0,0,0,0,10.0
7,1987,1502.0,1553,2730,2,3,2.0,301000,21,20,1,1,1,1,0,14.0
6,1997,824.0,905,1786,2,2,2.0,204750,10,10,1,1,0,1,1,14.0
4,1950,0.0,1040,1040,2,1,2.0,90000,60,59,1,0,0,0,0,10.0
5,1960,973.0,1377,2350,2,1,2.0,130000,88,48,1,0,0,0,0,11.0
5,1968,900.0,884,1770,1,2,2.0,155000,38,38,0,0,0,0,0,12.0
5,1960,1269.0,1269,1269,1,1,1.0,155000,48,48,0,0,0,0,0,11.0
5,1965,1039.0,1039,1039,1,1,2.0,131500,45,45,0,0,0,0,1,11.0
6,1972,1156.0,1520,1520,1,2,1.0,153000,55,38,0,0,0,1,0,13.0
8,2008,1704.0,1704,1704,2,2,3.0,306000,3,2,1,1,1,1,1,14.0
9,2006,1686.0,1686,1686,2,3,3.0,332200,0,0,1,1,1,1,1,15.0
8,2008,1638.0,1646,1646,2,2,3.0,293077,1,0,1,1,1,1,1,13.0
4,1961,914.0,914,914,1,1,1.0,128000,46,46,0,0,0,0,0,12.0
6,2004,1149.0,1149,1616,2,1,1.0,152000,81,3,1,1,0,1,0,14.0
4,1950,720.0,720,1192,1,0,0.0,135000,57,56,0,0,0,0,0,10.0
6,1950,1008.0,1178,2210,2,1,1.0,117500,127,57,1,0,0,1,0,12.0
6,1950,845.0,866,1296,1,1,2.0,127500,80,57,0,0,0,1,0,12.0
6,2007,546.0,546,1092,2,0,0.0,98000,38,1,1,0,0,1,0,14.0
7,2007,423.0,896,1652,2,2,2.0,203135,16,3,1,1,0,1,1,14.0
7,1996,880.0,909,1716,2,2,2.0,191000,13,13,1,1,1,1,1,16.0
5,1956,0.0,1014,1014,1,2,1.0,98000,52,52,0,0,0,0,0,9.0
5,1988,1200.0,1200,1200,3,0,0.0,179000,22,21,1,0,0,0,0,10.0
8,2006,1422.0,1432,1432,2,3,2.0,245000,3,3,1,1,1,1,1,14.0
7,1999,1650.0,1680,1680,2,3,2.0,213250,11,10,1,1,1,1,1,14.0
4,1950,0.0,869,869,1,1,1.0,89900,60,58,0,0,0,0,0,10.0
7,1998,832.0,885,1718,2,3,2.0,185000,11,11,1,0,0,1,1,13.0
6,1973,525.0,525,1092,1,1,1.0,113500,34,34,0,0,0,1,0,13.0
3,1950,715.0,715,715,1,1,2.0,68000,77,56,0,0,0,0,0,9.0
7,2003,1560.0,1560,1560,2,3,2.0,201000,7,7,1,1,1,1,1,14.0
7,2005,866.0,866,1768,2,2,2.0,226700,3,3,1,1,1,1,1,16.0
7,2005,848.0,848,1598,2,3,2.0,201490,2,1,1,1,1,1,1,14.0
5,1994,990.0,990,990,1,1,2.0,155000,14,14,0,0,0,0,1,12.0
5,1978,941.0,941,941,1,1,2.0,145000,31,31,0,1,0,0,0,13.0
6,1999,611.0,751,1362,2,3,2.0,128000,88,9,1,0,0,1,0,13.0
6,2000,915.0,940,1690,2,2,2.0,187000,7,7,1,0,0,1,1,13.0
6,2006,547.0,1072,1072,1,3,2.0,145500,4,3,0,0,0,1,0,12.0
7,2006,1546.0,1546,1546,2,2,3.0,217000,2,1,1,1,1,1,1,13.0
7,2008,1336.0,1346,1346,2,3,3.0,220000,2,2,1,1,1,1,1,14.0
6,1972,732.0,1012,1790,1,2,2.0,165150,34,34,0,0,0,1,0,13.0
6,1978,940.0,1026,1026,1,1,2.0,147000,30,30,0,0,0,1,0,12.0
7,1996,1504.0,1504,1504,2,3,2.0,203000,13,13,1,1,1,1,1,15.0
5,1959,1398.0,1700,1700,1,2,2.0,165500,51,51,0,1,0,0,0,11.0
3,1950,864.0,864,864,1,0,0.0,67000,94,58,0,0,0,0,0,9.0
6,1993,822.0,1020,1851,2,2,2.0,187000,43,14,1,1,0,1,0,15.0
6,2000,756.0,756,1512,2,1,2.0,180000,9,9,1,1,1,1,1,16.0
6,2005,651.0,759,1298,2,1,1.0,146500,86,2,1,0,0,1,0,14.0
7,2000,1673.0,1673,1673,2,2,2.0,270000,7,7,1,1,1,1,1,15.0
6,1992,936.0,996,996,1,1,2.0,147000,18,18,0,1,0,1,1,15.0
6,2004,816.0,816,1224,1,1,1.0,132000,62,6,0,0,0,1,0,12.0
4,1950,840.0,840,1374,1,3,1.0,105000,89,59,0,0,0,0,1,12.0
5,2000,780.0,936,1716,2,0,0.0,135900,96,8,1,0,0,0,1,13.0
7,2006,1143.0,1143,1143,1,0,0.0,147000,1,1,0,1,1,1,1,14.0
9,2007,1652.0,1652,1652,2,3,2.0,325000,3,2,1,1,1,1,1,13.0
5,1993,1046.0,1054,1054,1,1,1.0,124000,61,15,0,0,1,0,0,12.0
5,1965,935.0,935,935,1,1,1.0,137000,41,41,0,0,0,0,0,10.0
4,1950,1313.0,1313,2377,2,1,2.0,142900,94,59,1,1,0,0,0,12.0
5,2005,924.0,1122,1122,1,1,2.0,147000,60,3,0,1,0,0,0,12.0
5,1970,1180.0,1180,1180,1,2,2.0,128000,39,39,0,0,0,0,0,9.0
7,1950,815.0,815,1690,1,1,1.0,144000,90,56,0,0,0,1,0,12.0
8,2006,1370.0,1370,1370,2,2,2.0,205000,4,4,1,1,1,1,1,14.0
5,1999,1486.0,1486,1486,1,3,2.0,167000,45,10,0,0,0,0,1,11.0
5,1950,676.0,676,1131,1,1,1.0,66500,68,59,0,0,0,0,0,12.0
8,1993,1286.0,1565,2799,2,3,3.0,315000,13,13,1,1,1,1,1,15.0
7,2006,728.0,728,1456,2,3,2.0,155835,1,1,1,1,1,1,1,15.0
8,1996,1587.0,1734,1734,2,2,2.0,239500,14,13,1,1,1,1,1,13.0
9,2006,1504.0,1531,1531,2,3,3.0,300000,3,3,1,1,1,1,1,14.0
8,2002,1922.0,1922,1922,2,3,3.0,282000,5,5,1,1,1,1,1,15.0
5,1960,1144.0,1144,1144,1,2,1.0,120000,47,47,0,0,0,0,0,10.0
7,2005,1385.0,1363,1363,1,1,2.0,241500,54,3,0,0,0,1,0,11.0
9,2008,1858.0,1866,1866,2,3,3.0,336860,0,0,1,1,1,1,1,14.0
3,1950,1007.0,1077,1077,1,1,1.0,91000,84,56,0,0,0,0,0,9.0
8,2007,1550.0,1550,1550,2,3,2.0,207500,1,0,1,1,1,1,1,13.0
7,2005,1594.0,1646,1646,2,3,2.0,250000,4,3,1,1,1,1,1,13.0
7,2006,1248.0,1248,1248,2,3,2.0,167240,1,0,1,1,1,1,1,14.0
7,2005,1235.0,1245,1245,2,2,2.0,178000,4,3,1,1,1,1,1,13.0
6,1963,1052.0,1052,1052,1,3,1.0,127000,44,44,0,0,0,1,0,11.0
6,1967,1829.0,1829,1829,2,2,2.0,218500,43,43,1,0,0,1,0,13.0
4,1956,952.0,952,952,1,1,1.0,135750,52,52,0,0,0,0,0,11.0
7,2009,1480.0,1480,1480,2,2,2.0,214000,7,1,1,1,1,1,1,14.0
8,2006,1844.0,1844,1844,2,3,2.0,257000,4,3,1,1,1,1,1,13.0
6,2000,825.0,825,1497,2,1,1.0,157000,71,8,1,0,0,1,0,14.0
5,1950,976.0,976,976,1,1,1.0,102000,64,56,0,0,0,0,0,10.0
5,2006,876.0,964,964,1,1,2.0,163500,88,3,0,0,0,0,0,10.0
7,1999,1490.0,1501,1501,2,2,2.0,204000,10,10,1,1,1,1,1,14.0
5,1956,1150.0,1560,1560,1,1,1.0,103500,53,53,0,0,0,0,0,11.0
6,1995,1440.0,1440,3395,2,0,0.0,200000,93,12,1,0,0,1,0,14.0
5,1958,864.0,864,864,1,1,1.0,118000,49,49,0,0,0,0,0,10.0
7,2000,1525.0,1525,1525,2,2,2.0,235000,6,6,1,1,1,1,1,15.0
5,1962,1106.0,1190,1190,1,1,2.0,132500,44,44,0,0,0,0,0,12.0
8,2006,1302.0,1302,1830,2,2,3.0,221300,1,1,1,1,1,1,1,16.0
7,2004,1500.0,1500,1500,2,2,2.0,190000,5,5,1,1,1,1,1,15.0
7,2002,826.0,878,1762,2,3,2.0,222000,4,4,1,1,1,1,1,15.0
7,2002,1902.0,1902,1902,2,3,2.0,335000,51,8,1,1,1,1,1,14.0
8,2008,1614.0,1658,1658,2,3,3.0,257500,1,1,1,1,1,1,1,15.0
9,2008,1498.0,1506,1506,2,3,2.0,264132,0,0,1,1,1,1,1,14.0
5,2004,864.0,899,899,1,3,1.0,130000,42,5,0,1,0,0,1,12.0
5,1982,297.0,1001,1654,2,1,1.0,137000,79,27,1,0,0,0,0,13.0
5,1995,520.0,912,912,1,2,1.0,99500,78,13,0,0,0,0,0,10.0
5,1978,1319.0,1373,1373,1,3,2.0,160250,32,32,0,0,0,0,0,10.0
7,2004,970.0,970,1709,2,1,2.0,130000,2,2,1,1,1,1,1,16.0
5,1950,816.0,816,816,1,1,1.0,75200,85,57,0,0,0,0,0,11.0
6,1996,384.0,1091,1091,1,3,1.0,131250,16,13,0,0,0,1,0,12.0
6,1993,1081.0,1081,1081,1,1,1.0,148000,48,15,0,0,0,1,0,10.0
5,1965,1024.0,1020,1020,2,1,1.0,124100,44,44,1,0,0,0,0,11.0
7,2007,944.0,999,999,1,2,2.0,178400,47,1,0,1,1,1,0,14.0
4,1977,1440.0,1440,1440,2,0,0.0,150000,30,30,1,0,0,0,1,10.0
7,1999,853.0,853,1753,2,2,2.0,217000,9,8,1,0,1,1,1,13.0
8,2006,1100.0,1116,1964,2,3,2.0,252000,1,0,1,1,1,1,1,14.0
7,2006,1141.0,1141,1141,1,2,2.0,152000,3,3,0,1,1,1,1,14.0
7,2001,832.0,854,854,1,1,2.0,132000,78,6,0,0,0,1,0,13.0
6,1950,770.0,885,1182,1,1,1.0,120000,61,56,0,0,0,1,0,12.0
9,2006,1606.0,1625,2091,2,2,2.0,338500,1,0,1,1,1,1,1,14.0
4,1994,576.0,985,985,1,1,2.0,105000,90,16,0,0,0,0,0,11.0
7,1997,729.0,729,1446,2,1,2.0,175000,12,11,1,0,0,1,1,12.0
7,1977,1160.0,1156,2022,2,3,2.0,192000,31,31,1,0,0,1,0,14.0
7,2005,847.0,847,1948,2,3,2.0,195000,2,1,1,1,1,1,1,14.0
8,2008,768.0,786,1590,2,2,2.0,210000,1,1,1,1,1,1,1,16.0
7,2003,847.0,847,1948,2,3,2.0,211000,4,4,1,1,1,1,1,16.0
4,1950,672.0,757,1324,1,1,1.0,128000,73,59,0,0,0,0,0,11.0
6,1964,1425.0,1425,1425,2,2,2.0,180500,44,44,1,0,0,1,0,12.0
5,1950,662.0,1422,2337,2,1,2.0,90000,107,57,1,0,0,0,0,11.0
5,1996,822.0,908,908,1,1,2.0,138500,67,11,0,0,0,0,1,11.0
7,2006,738.0,738,1492,2,3,2.0,169985,0,0,1,1,1,1,1,16.0
5,1961,1150.0,1150,1150,1,2,1.0,146000,45,45,0,0,0,0,0,10.0
7,1993,1080.0,1080,2097,2,1,3.0,228000,15,15,1,1,1,1,1,15.0
5,1959,1256.0,1256,1256,1,2,1.0,159000,49,49,0,1,0,0,1,13.0
8,2006,1095.0,1095,1939,2,2,3.0,266000,0,0,1,1,1,1,1,16.0
5,1950,816.0,816,1566,1,1,2.0,139000,82,56,0,1,0,0,1,13.0
4,1955,784.0,784,784,1,0,0.0,91900,53,53,0,0,0,0,0,10.0
8,2006,1489.0,1500,1500,2,2,2.0,212999,1,1,1,1,1,1,1,15.0
9,2005,1833.0,1850,1850,2,3,3.0,326000,2,1,1,1,1,1,1,13.0
6,2004,789.0,813,1515,2,3,2.0,179000,4,4,1,1,1,1,1,15.0
8,2007,1518.0,1537,1537,2,3,3.0,294000,2,1,1,1,1,1,1,13.0
6,1972,483.0,483,987,1,1,1.0,97000,37,37,0,0,0,1,0,13.0
7,2006,1391.0,1391,1962,2,2,3.0,239799,0,0,1,1,1,1,1,16.0
5,1990,1251.0,1433,1433,1,1,2.0,161000,45,16,0,0,0,0,0,10.0
6,2003,848.0,848,848,1,3,2.0,136500,5,5,0,1,1,1,1,14.0
6,2007,483.0,483,987,1,1,1.0,118000,37,2,0,1,0,1,0,14.0
4,2006,845.0,845,845,1,1,2.0,129500,25,1,0,0,0,0,0,10.0
7,2007,952.0,952,1548,2,1,2.0,205000,84,2,1,1,1,1,0,16.0
6,1975,2035.0,2515,2515,3,2,2.0,200624,50,32,1,0,1,1,1,11.0
8,2007,1694.0,1694,1694,2,2,3.0,322400,1,0,1,1,1,1,1,14.0
8,2007,1578.0,1602,1602,2,2,3.0,293200,2,2,1,1,1,1,1,15.0
9,2005,1684.0,1684,1684,2,2,2.0,266000,3,3,1,1,1,1,1,14.0
6,1978,918.0,918,1683,2,2,2.0,172500,31,31,1,0,0,1,0,14.0
5,1996,1088.0,1188,1869,1,1,2.0,124900,119,13,0,0,0,0,0,11.0
6,1950,1022.0,1432,1432,1,1,1.0,149000,86,59,0,1,0,1,0,12.0
7,2004,1414.0,1414,1414,2,2,2.0,185500,6,6,1,1,1,1,1,15.0
8,2002,1348.0,1358,1358,1,1,2.0,220000,4,4,0,1,1,1,1,14.0
8,2007,1496.0,1496,1496,2,3,2.0,225000,0,0,1,1,1,1,1,15.0
6,1950,932.0,932,932,1,1,1.0,124000,57,57,0,1,0,1,0,12.0
3,1950,0.0,1040,1040,2,1,2.0,92900,59,59,1,0,0,0,0,11.0
5,1950,1072.0,1072,1072,1,1,5.0,126500,84,59,0,0,0,0,0,9.0
4,1972,864.0,864,864,1,1,2.0,111250,36,36,0,0,0,0,0,9.0
8,2000,969.0,997,2285,2,3,3.0,248000,7,7,1,1,1,1,1,16.0
5,1963,1117.0,1117,1117,1,1,1.0,136870,45,45,0,0,0,0,0,11.0
6,2003,848.0,848,848,1,3,2.0,133000,3,3,0,1,1,1,1,14.0
5,1956,1048.0,1048,1048,1,1,1.0,135000,51,51,0,0,0,0,0,10.0
4,1969,936.0,936,936,1,1,1.0,111900,39,39,0,0,0,0,0,11.0
5,1980,931.0,1283,1283,1,1,2.0,140000,46,28,0,0,0,0,0,10.0
4,1959,0.0,1120,1588,2,3,2.0,134432,49,49,1,0,0,0,0,12.0
8,1994,1165.0,1203,2526,2,2,3.0,290000,12,12,1,1,1,1,1,16.0
7,1999,988.0,988,1873,2,2,2.0,235500,8,8,1,1,1,1,1,15.0
6,2004,780.0,940,1416,1,1,2.0,156500,106,2,0,1,0,1,0,14.0
6,2000,953.0,953,1664,2,2,2.0,172400,6,6,1,0,0,1,1,13.0
7,2008,1428.0,1428,1428,2,3,2.0,182000,1,0,1,1,1,1,1,14.0
6,2002,1077.0,1093,2814,2,3,2.0,260000,13,6,1,1,1,1,1,14.0
5,1950,610.0,819,819,1,0,0.0,72000,87,56,0,1,0,0,0,11.0
3,1950,536.0,808,1344,2,0,0.0,82375,93,58,1,0,0,0,1,12.0
6,1972,689.0,1378,2119,2,2,2.0,158000,37,37,1,0,0,1,0,13.0
5,2001,672.0,1072,1285,1,1,1.0,127000,60,7,0,0,0,0,0,10.0
7,1987,1433.0,1433,1433,1,2,2.0,270000,23,23,0,1,1,1,0,14.0
8,2009,1496.0,1496,2132,1,3,2.0,316600,26,0,0,1,1,1,0,14.0
6,2006,1019.0,1357,1357,1,2,1.0,177000,49,2,0,1,0,1,0,13.0
7,1991,2158.0,2196,2196,2,2,3.0,271900,19,18,1,1,1,1,0,14.0
5,1976,264.0,616,1304,1,3,1.0,115000,32,32,0,0,0,0,1,12.0
8,1987,684.0,938,2358,2,0,0.0,122000,136,21,1,0,0,1,0,12.0
8,1986,279.0,2726,2726,2,3,2.0,315000,21,21,1,1,1,1,0,14.0
7,2006,939.0,939,1797,2,2,2.0,213500,1,1,1,1,1,1,1,15.0
5,1950,0.0,1040,1040,1,1,2.0,109500,56,56,0,0,0,0,0,11.0
5,1950,789.0,789,789,1,1,1.0,115000,60,58,0,0,0,0,0,10.0
7,2004,1143.0,1143,1143,1,2,2.0,176400,2,2,0,1,1,1,1,14.0
6,1968,1489.0,1489,1489,2,2,2.0,185750,41,41,1,1,0,1,0,14.0
8,2000,1004.0,1004,1852,2,3,3.0,230000,9,8,1,1,1,1,1,14.0
4,1958,960.0,960,960,1,0,0.0,90000,52,52,0,0,0,0,0,11.0
10,2008,6110.0,4692,5642,2,3,2.0,160000,0,0,1,1,1,1,1,15.0
5,1970,768.0,768,768,1,1,2.0,129500,37,37,0,0,0,0,0,13.0
6,1994,1124.0,1124,1124,1,3,1.0,153000,50,12,0,0,0,1,0,12.0
6,2009,612.0,612,1224,2,2,2.0,173733,0,0,1,1,1,1,1,16.0
6,2007,1100.0,1100,1100,1,0,0.0,146000,1,0,0,0,0,1,1,11.0
6,1950,782.0,1019,1556,2,1,2.0,172500,61,60,1,0,0,1,0,13.0
6,1977,1244.0,1356,1356,2,3,2.0,188000,30,30,1,0,0,1,1,13.0
6,1976,1262.0,1262,1262,2,2,2.0,181500,31,31,1,0,0,1,0,14.0
7,1996,799.0,827,1661,2,2,2.0,212000,13,13,1,1,1,1,1,16.0
7,1978,945.0,945,1857,2,2,2.0,188900,28,28,1,0,0,1,0,13.0
3,1950,666.0,666,666,1,0,0.0,64500,61,57,0,1,0,0,0,10.0
6,1992,1117.0,1117,1981,2,3,2.0,230000,32,18,1,1,0,1,1,13.0
5,1950,901.0,901,1351,1,1,2.0,122000,82,57,0,0,0,0,0,11.0
5,1956,1005.0,1005,1005,1,1,1.0,133500,50,50,0,0,0,0,0,11.0
6,1950,1510.0,1584,2792,2,1,2.0,256000,88,58,1,0,1,1,0,15.0
5,1976,550.0,925,1475,2,1,1.0,129500,32,32,1,0,0,0,1,13.0
8,2003,1978.0,1978,1978,2,2,3.0,318000,7,7,1,1,1,1,1,15.0
8,2006,1598.0,1606,1606,2,2,3.0,255900,3,3,1,1,1,1,1,14.0
6,2004,1158.0,1158,1158,1,0,0.0,143500,5,5,0,1,0,1,1,13.0
8,2006,1822.0,1822,1822,2,2,3.0,259000,5,4,1,1,1,1,1,13.0
6,1953,1809.0,2259,2259,2,1,2.0,217000,54,54,1,1,0,1,0,13.0
6,1950,1065.0,915,1635,1,1,2.0,210000,84,57,0,0,0,1,0,12.0
5,1970,1002.0,1002,1002,1,1,2.0,148500,39,39,0,0,0,0,0,10.0
6,2007,616.0,616,1412,2,3,2.0,156932,1,0,1,1,0,1,1,13.0
5,1965,1728.0,1728,1728,2,1,2.0,145000,43,43,1,0,0,0,0,10.0
7,2007,1282.0,1290,1290,2,2,2.0,200000,2,2,1,1,1,1,1,15.0
6,1999,729.0,742,1471,2,1,2.0,172500,10,10,1,0,0,1,1,14.0
6,1997,1522.0,1548,2614,2,2,2.0,240000,34,11,1,0,0,1,0,13.0
8,2005,1580.0,1580,2466,3,2,2.0,340000,3,2,1,1,1,1,1,14.0
8,2007,1466.0,1466,1466,2,3,3.0,201000,2,2,1,1,1,1,1,14.0
5,1975,969.0,969,969,1,1,2.0,122000,32,32,0,0,0,0,0,11.0
7,1985,1529.0,1664,1664,2,3,2.0,213000,29,22,1,1,0,1,0,13.0
6,1967,1680.0,1691,1691,1,1,2.0,175000,42,42,0,0,1,1,0,12.0
7,2007,1208.0,1208,1208,2,2,2.0,195400,0,0,1,1,1,1,1,15.0
5,1967,1052.0,1052,1052,1,3,1.0,113500,42,42,0,0,0,0,0,11.0
6,1950,972.0,972,1577,1,1,1.0,140200,67,56,0,0,0,1,0,12.0
5,1968,882.0,909,909,1,1,1.0,116000,38,38,0,0,0,0,0,11.0
6,1977,675.0,686,1388,1,1,1.0,157500,29,29,0,0,0,1,0,12.0
5,1993,1617.0,1867,1867,1,3,1.0,190000,54,16,0,0,1,0,0,10.0
